urn,school_name,website,scrape_time,status,all_emails,phone_numbers,address,staff_names,governor_names,source,retry_needed,retry_count
143207,Berkeley Primary School,http://www.berkeleyprimary.org.uk,2026-02-15T01:47:24.394493,error,[],,,,,stable,1,0
143208,Lakefield CofE Primary School,http://www.lakefield.gloucs.sch.uk,2026-02-15T01:47:24.401066,success,"['admin@lakefield.dgat.org.uk', 'admin@lakefield.dgat.og.uk', 'finance@lakefield.dgat.org.uk', 'DGAT@glosdioc.org.uk']",,,,,stable,1,0
143209,Timbercroft Primary School,http://www.timbercroft.greenwich.sch.uk,2026-02-15T01:47:24.407764,success,['info@timbercroft-maritime.org'],,,,,stable,1,0
143210,Brooklands Primary School,http://www.brooklandsschool.org.uk,2026-02-15T01:47:24.414611,success,['info@brooklands-maritime.org'],,,,,stable,1,0
143211,Millennium Primary School,http://millenniumprimary.org.uk,2026-02-15T01:47:24.421667,success,['info@millennium-maritime.org'],,,,,stable,1,0
143212,Queen's Manor School and Special Needs Unit,https://www.queensmanorprimary.org.uk,2026-02-15T01:47:24.428955,success,"['admin@queensmanor.lbhf.sch.uk', 'admin@queensmanorprimary.org.uk', 'admissions@queensmanorprimary.org.uk']",,,,,stable,1,0
143213,Fulham Primary School,https://www.fulhamprimaryschool.org.uk,2026-02-15T01:47:24.435658,success,"['admin@fulhampri.lbhf.sch.uk', 'admin@fulhamprimaryschool.org.uk', 'admissions@fulhamprimaryschool.org.uk']",,,,,stable,1,0
143214,Sulivan Primary School,https://www.sulivanprimaryschool.org.uk,2026-02-15T01:47:24.442758,success,"['admin@sulivanprimaryschool.org.uk', 'admissions@sulivanprimaryschool.org.uk']",,,,,stable,1,0
143215,Jesmond Gardens Primary School,http://www.jesmondgardens.com,2026-02-15T01:47:24.449919,success,['jesmondgardensadmin@edenacademytrust.co.uk'],,,,,stable,1,0
143216,Benhurst Primary School,http://www.benhurst.havering.sch.uk,2026-02-15T01:47:24.456495,success,['office@benhurst.havering.sch.uk'],,,,,stable,1,0
143217,The Bridge School,https://www.thebridgetrust.academy,2026-02-15T01:47:24.462814,success,['secondary@thebridgetrust.academy'],,,,,stable,1,0
143218,Oakfield Primary Academy,http://www.oakfield-dartford.co.uk,2026-02-15T01:47:24.469402,success,"['oakoffice@golden-thread.org', 'communications@goldenthreadalliance.co.uk']",,,,,stable,1,0
143219,Temple Hill Primary Academy,http://www.temple-hill.kent.sch.uk,2026-02-15T01:47:24.476016,success,"['thoffice@golden-thread.org', 'communications@goldenthreadalliance.co.uk']",,,,,stable,1,0
143220,Upton Junior School,http://www.uptonjunior.com,2026-02-15T01:47:24.482606,success,['HeadOfSchool@uptonjunior.com'],,,,,stable,1,0
143221,Kelvin Hall School,https://www.kelvinhall.net,2026-02-15T01:47:24.489437,success,"['info@kelvinhall.net', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', '8c4075d5481d476e945486754f783364@sentry.io', '460ff4620fa44cba8df530afde949785@sentry.wixpress.com', 'ed436f5053144538958ad06a5005e99a@sentry.wixpress.com', '8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com', '2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com', '271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com']",,,,,stable,1,0
143222,The Venn Boulevard Centre,https://www.theboulevardcentre.org.uk,2026-02-15T01:47:24.495992,success,['bv-admin@vennacademy.org'],,,,,stable,1,0
143223,Stepney Primary School,https://www.stepney.hull.sch.uk,2026-02-15T01:47:24.502300,success,"['admin.stepney@thrivetrust.uk', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', '2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com', '8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com']",,,,,stable,1,0
143224,Ings Primary School,http://www.ingsprimaryschool.co.uk,2026-02-15T01:47:24.509142,success,"['admin@ings.hull.sch.uk', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', '8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com', '2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com']",,,,,stable,1,0
143225,Chiltern Primary School,https://www.chiltern.hull.sch.uk,2026-02-15T01:47:24.516205,success,"['admin@chiltern.hull.sch.uk', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', '8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com', '2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com']",,,,,stable,1,0
143226,St George's Primary School,https://st-georges.hull.sch.uk,2026-02-15T01:47:24.522905,success,"['admin@st-georges.hull.sch.uk', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', '8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com', '2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com', 'bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com']",,,,,stable,1,0
143227,Joseph Norton Academy,https://www.josephnorton.co.uk,2026-02-15T01:47:24.529680,success,"['user@domain.com', 'office@josephnorton.co.uk']",,,,,stable,1,0
143228,St Aidan's Church of England Academy,http://www.saintaidans.org.uk,2026-02-15T01:47:24.536896,success,"['example@gmail.com', 'office@saintaidans.org.uk']",,,,,stable,1,0
143230,Skelmanthorpe Academy,https://www.skelmanthorpeacademy.org,2026-02-15T01:47:24.543340,success,['office@skelmanthorpeacademy.org'],,,,,stable,1,0
143231,Thornhill Junior and Infant School,http://www.thornhilljischool.co.uk,2026-02-15T01:47:24.550651,success,['thornhill@focus-trust.co.uk'],,,,,stable,1,0
143232,Scissett Church of England Academy,https://www.scissettceacademy.org,2026-02-15T01:47:24.557271,success,['office@scissettceacademy.org'],,,,,stable,1,0
143238,Brigshaw High School,https://www.brigshaw.com,2026-02-15T01:47:24.563973,success,"['office@brigshaw.com', 'abpsoffice@brigshawtrust.com']",,,,,stable,1,0
143239,Swillington Primary School,https://www.swillingtonprimary.com,2026-02-15T01:47:24.570837,success,"['office@swillingtonprimary.com', 'abpsoffice@brigshawtrust.com']",,,,,stable,1,0
143240,Kippax Ash Tree Primary School,https://www.kippaxashtree.leeds.sch.uk,2026-02-15T01:47:24.611163,success,"['katinfo@brigshawtrust.com', 'abpsoffice@brigshawtrust.com']",,,,,stable,1,0
143241,Kippax Greenfield Primary School,https://www.kippaxgreenfield.co.uk,2026-02-15T01:47:24.618125,success,"['abpsoffice@brigshawtrust.com', 'kgpsoffice@brigshawtrust.com']",,,,,stable,1,0
143242,Allerton Bywater Primary School,https://www.allertonbywater.leeds.sch.uk,2026-02-15T01:47:24.624973,success,['abpsoffice@brigshawtrust.com'],,,,,stable,1,0
143243,Kippax North Primary School,http://www.kippaxnorth.leeds.sch.uk,2026-02-15T01:47:24.632071,success,"['kippaxnorth@brigshawtrust.com', 'abpsoffice@brigshawtrust.com', 'knpsoffice@brigshawtrust.com']",,,,,stable,1,0
143244,Merrydale Junior School,https://www.merrydalejuniors.com,2026-02-15T01:47:24.638210,success,['office@dsatmerrydale.org'],,,,,stable,1,0
143245,Braunstone Community Primary School,http://braunstone.leicester.sch.uk,2026-02-15T01:47:25.427919,success,"['office@dsatbraunstone.org', 'info@discoverytrust.org']",,,,,stable,1,0
143246,Woodstock Primary Academy,https://www.woodstock.leicester.sch.uk,2026-02-15T01:47:25.434418,success,"['WOO-Office@woodstock.lwlat.org.uk', 'woo-safeguarding@lancaster.lwlat.org.uk', '-safeguarding@lancaster.lwlat.org.uk']",,,,,stable,1,0
143247,Babington Academy,http://www.babington.leicester.sch.uk,2026-02-15T01:47:25.440921,success,"['BAB-Office@babington.lwlat.org.uk', 'BAB-Safeguarding@babington.lwlat.org.uk']",,,,,stable,1,0
143248,Fernvale Primary School,https://www.fernvale.leics.sch.uk,2026-02-15T01:47:25.447026,success,"['example@gmail.com', 'office@fernvale.leics.sch.uk']",,,,,stable,1,0
143249,Seagrave Village Primary School,https://www.seagrave.bepschools.org,2026-02-15T01:47:25.453609,success,['office@seagrave.bepschools.org'],,,,,stable,1,0
143250,Newcroft Primary Academy,https://www.newcroftprimaryacademy.co.uk,2026-02-15T01:47:25.460310,error,[],,,,,stable,1,0
143251,Ashby Willesley Primary School,https://www.ashbywillesley.org.uk,2026-02-15T01:47:25.467395,error,[],,,,,stable,1,0
143252,Husbands Bosworth Church of England Primary School,https://www.husbandsbosworth.leics.sch.uk,2026-02-15T01:47:25.474248,success,['office@hbs.learnat.uk'],,,,,stable,1,0
143253,Newtown Linford Primary School,https://www.newtown.bepschools.org,2026-02-15T01:47:25.480754,success,['office@newtown.bepschools.org'],,,,,stable,1,0
143254,"St Andrew's Church of England Primary School, North Kilworth",https://www.standrewsnorthkilworth.co.uk,2026-02-15T01:47:25.487611,success,['office@sta.learnat.uk'],,,,,stable,1,0
143256,The Morton Church of England (Controlled) Primary School,https://www.morton.lincs.sch.uk,2026-02-15T01:47:25.494436,success,['enquiries@morton.laat.co.uk'],,,,,stable,1,0
143257,Gosberton House Academy,https://www.gosberton-house.lincs.sch.uk,2026-02-15T01:47:25.501317,success,['enquiries@gosberton-house.lincs.sch.uk'],,,,,stable,1,0
143258,Brown's Church of England Primary School,https://www.brownscofeprimaryschool.uk,2026-02-15T01:47:25.507407,error,[],,,,,stable,1,0
143259,The Edenham Church of England School,https://www.edenham.lincs.sch.uk,2026-02-15T01:47:25.514056,success,['enquiries@edenham.laat.co.uk'],,,,,stable,1,0
143260,Parrs Wood High School,https://pwhs.co.uk,2026-02-15T01:47:25.520761,success,"['admin@pwhs.co.uk', 'sixthform@pwhs.co.uk']",,,,,stable,1,0
143261,Walderslade Primary School,https://www.walderslade-pri.medway.sch.uk,2026-02-15T01:47:25.527129,error,[],,,,,stable,1,0
143262,Hoo St Werburgh Primary School and the Marlborough,https://www.hoo-st-werburgh.medway.sch.uk,2026-02-15T01:47:25.534241,error,[],,,,,stable,1,0
143263,Olney Middle School,http://www.olneymiddle.milton-keynes.sch.uk,2026-02-15T01:47:25.540496,error,[],,,,,stable,1,0
143265,Chestnuts Primary School,https://www.chestnutsprimaryschool.co.uk,2026-02-15T01:47:25.547531,error,[],,,,,stable,1,0
143266,Stocksfield Avenue Primary School,https://www.stocksfield.smartacademies.net,2026-02-15T01:47:25.554256,success,['admin.saps@smartacademies.net'],,,,,stable,1,0
143267,Kenton Bar Primary School,https://www.kentonbar.smartacademies.net,2026-02-15T01:47:25.560954,success,['admin.kbps@smartacademies.net'],,,,,stable,1,0
143268,North Fawdon Primary School,https://www.northfawdon.smartacademies.net,2026-02-15T01:47:25.567648,success,['admin.nfps@smartacademies.net'],,,,,stable,1,0
143269,Mountfield Primary School,https://www.mountfield.smartacademies.net,2026-02-15T01:47:25.574309,success,['admin.mps@smartacademies.net'],,,,,stable,1,0
143270,Kingston Park Primary School,https://www.kingstonpark.smartacademies.net,2026-02-15T01:47:25.580828,success,['admin.kpps@smartacademies.net'],,,,,stable,1,0
143271,Cheviot Primary School,https://www.cheviot.smartacademies.net,2026-02-15T01:47:25.587724,success,['admin.cps@smartacademies.net'],,,,,stable,1,0
143272,Farne Primary School,https://www.farne.smartacademies.net,2026-02-15T01:47:25.594797,success,['admin.fps@smartacademies.net'],,,,,stable,1,0
143273,Wyndham Primary School,http://wyndham.smartacademies.net,2026-02-15T01:47:25.601746,success,['admin.wps@smartacademies.net'],,,,,stable,1,0
143274,Forest Gate Community School,http://www.forestgatecst.org,2026-02-15T01:47:25.608539,error,[],,,,,stable,1,0
143275,Eko Pathways,https://ekopathways.ekotrust.org.uk,2026-02-15T01:47:25.615432,error,[],,,,,stable,1,0
143276,Gainsborough Primary School,https://www.gainsborough.newham.sch.uk,2026-02-15T01:47:25.622372,error,[],,,,,stable,1,0
143277,Kaizen Primary School,https://www.kaizen.newham.sch.uk,2026-02-15T01:47:25.628639,error,[],,,,,stable,1,0
143278,Thorpe St Andrew School and Sixth Form,http://thorpestandrewschool.org.uk,2026-02-15T01:47:25.635019,success,"['office-tsa@yare-edu.org.uk', 'calendar-tsa@yare-edu.org.uk']",,,,,stable,1,0
143279,Dussindale Primary School,https://www.dussindaleprimary.co.uk,2026-02-15T01:47:25.641474,success,['office@dps-edu.uk'],,,,,stable,1,0
143280,"Hillside Avenue Primary and Nursery School, Thorpe",https://www.hillsideavenue.org,2026-02-15T01:47:25.647652,success,['office-ha@yare-edu.org.uk'],,,,,stable,1,0
143281,St Peter's CofE Primary School,https://www.stpetersacademy.co.uk,2026-02-15T01:47:25.654381,error,[],,,,,stable,1,0
143282,Portishead Primary School,https://www.portisheadprimary.co.uk,2026-02-15T01:47:25.661056,success,['school.office@portisheadprimary.co.uk'],,,,,stable,1,0
143283,"St Mary's Church of England Primary School, Portbury",http://www.stmarysprimaryportbury.co.uk,2026-02-15T01:47:25.667945,success,['admin@stmarysprimaryportbury.org'],,,,,stable,1,0
143284,High Down Infant School,http://www.highdownschools.co.uk,2026-02-15T01:47:25.674091,error,[],,,,,stable,1,0
143285,St Peter's Church of England Primary School,http://www.st-peters.n-somerset.sch.uk,2026-02-15T01:47:25.680756,success,['enquiries@sppschool.uk'],,,,,stable,1,0
143286,High Down Junior School,https://www.highdownschools.co.uk,2026-02-15T01:47:25.687215,error,[],,,,,stable,1,0
143287,Hookstone Chase Primary School,http://www.hookstonechase.n-yorks.sch.uk,2026-02-15T01:47:25.694465,error,[],,,,,stable,1,0
143288,Scalby School,https://www.scalby.coastandvale.academy,2026-02-15T01:47:25.700944,success,['info@scalbyacademy.org.uk'],,,,,stable,1,0
143289,Forest of Galtres Anglican/Methodist Primary School,https://fog.hslt.academy,2026-02-15T01:47:25.707824,error,[],,,,,stable,1,0
143290,East Whitby Primary Academy,https://www.eastwhitby.org.uk,2026-02-15T01:47:25.714624,success,['admin@eastwhitby.org.uk'],,,,,stable,1,0
143291,Queen Elizabeth High School,http://www.qehs.net,2026-02-15T01:47:25.721442,success,['admin@qehs.net'],,,,,stable,1,0
143292,Hexham Middle School,http://www.hexhammiddle.co.uk,2026-02-15T01:47:25.728786,success,['admin@hexhammiddle.org.uk'],,,,,stable,1,0
143293,Robert Miles Junior School,http://www.robertmiles.co.uk,2026-02-15T01:47:25.735593,success,['office@robertmiles.notts.sch.uk'],,,,,stable,1,0
143294,St Peter's Crosskeys CofE Academy,http://www.stpetersfarndon.com,2026-02-15T01:47:25.741693,success,['office@stpetersfarndon.snmat.org.uk'],,,,,stable,1,0
143295,Greenwood Primary and Nursery School,https://www.greenwoodprimary.org.uk,2026-02-15T01:47:25.748292,success,['office@greenwoodprimary.org.uk'],,,,,stable,1,0
143296,Heymann Primary and Nursery School,https://www.heymann.notts.sch.uk,2026-02-15T01:47:25.754915,success,['office@heymann.notts.sch.uk'],,,,,stable,1,0
143297,Burntstump Seely CofE Primary Academy,https://www.burntstumpchurch.notts.sch.uk,2026-02-15T01:47:25.761873,success,"['example@gmail.com', 'office@burntstump.snmat.org.uk']",,,,,stable,1,0
143298,Keyworth Primary and Nursery School,https://www.keyworth.notts.sch.uk,2026-02-15T01:47:25.769062,success,['schooloffice@keyworth.notts.sch.uk'],,,,,stable,1,0
143299,Burton Joyce Primary School,https://www.burtonjoyce.notts.sch.uk,2026-02-15T01:47:25.775592,success,['office@burtonjoyce.notts.sch.uk'],,,,,stable,1,0
143300,Crossdale Primary School,https://www.crossdaleschool.com,2026-02-15T01:47:25.782620,success,['contact@crossdale.notts.sch.uk'],,,,,stable,1,0
143301,Kirkby Woodhouse School,https://www.kirkbywoodhouse.notts.sch.uk,2026-02-15T01:47:25.789275,success,['office@kirkbywoodhouse.notts.sch.uk'],,,,,stable,1,0
143302,Tollerton Primary School,https://www.tollerton.notts.sch.uk,2026-02-15T01:47:25.796186,success,['office@tollerton.notts.sch.uk'],,,,,stable,1,0
143303,Cropwell Bishop Primary School,https://www.cropwellbishop.notts.sch.uk,2026-02-15T01:47:25.803368,success,['office@cropwellbishop.notts.sch.uk'],,,,,stable,1,0
143304,Kingfisher Special School,https://www.kingfisher.oldham.sch.uk,2026-02-15T01:47:25.809806,success,['info@kingfisher.school'],,,,,stable,1,0
143305,Oakwood Primary Academy,https://www.oakwood-primary.co.uk,2026-02-15T01:47:25.815999,success,"['oakwood.office@discoverymat.co.uk', 'support@.eschools.co.uk']",,,,,stable,1,0
143306,Thornbury Primary School,http://www.thornburyprimaryschool.co.uk,2026-02-15T01:47:25.822410,success,['admin@thornbury.plymouth.sch.uk'],,,,,stable,1,0
143307,Manadon Vale Primary School,http://www.manadonvale.plymouth.sch.uk,2026-02-15T01:47:25.828502,success,['admin@mvps.org.uk'],,,,,stable,1,0
143308,Leigham Primary School,http://www.leigham-primary.plymouth.sch.uk,2026-02-15T01:47:25.834683,success,['admin@leigham-primary.plymouth.sch.uk'],,,,,stable,1,0
143309,Widey Court Primary School,http://www.wideycourt.plymouth.sch.uk,2026-02-15T01:47:25.840575,success,"['ehogden@wideycourt.plymouth.sch.uk', 'admin@wideycourt.plymouth.sch.uk']",,,,,stable,1,0
143310,Weston Mill Community Primary Academy,https://www.westonmill.plymouth.sch.uk,2026-02-15T01:47:25.846584,success,"['westonmill.desk@discoverymat.co.uk', 'support@.eschools.co.uk']",,,,,stable,1,0
143311,Beechwood Primary Academy,https://www.beechwood-primary.co.uk,2026-02-15T01:47:25.852631,success,"['beechwood.desk@discoverymat.co.uk', 'support@.eschools.co.uk']",,,,,stable,1,0
143312,Eggbuckland Vale Primary School,https://nan,2026-02-15T01:47:25.858715,error,[],,,,,stable,1,0
143313,Twin Sails Infant and Nursery School,https://www.twinsailsinfant.co.uk,2026-02-15T01:47:25.864921,error,[],,,,,stable,1,0
143314,Hamworthy Park Junior School,https://www.hamworthyprimaryschools.co.uk,2026-02-15T01:47:25.870922,error,[],,,,,stable,1,0
143315,Court Lane Infant Academy,http://www.courtlaneinfant.co.uk,2026-02-15T01:47:25.877317,success,['inbox@courtlaneinfant.chimat.uk'],,,,,stable,1,0
143316,Court Lane Junior Academy,https://www.courtlanejunior.co.uk,2026-02-15T01:47:25.883447,success,['admin@courtlanejnr.co.uk'],,,,,stable,1,0
143317,Clarendon School,https://www.clarendon.richmond.sch.uk,2026-02-15T01:47:25.889266,success,"['info@clarendon.richmond.sch.uk', 'gateway@twickenhamschool.org.uk']",,,,,stable,1,0
143318,Strathmore School,https://www.strathmore.richmond.sch.uk,2026-02-15T01:47:25.895779,success,['info@strathmore.org.uk'],,,,,stable,1,0
143319,Middleton Technology School,http://www.middtech.com,2026-02-15T01:47:25.902749,error,[],,,,,stable,1,0
143320,Brinsworth Manor Junior School,https://www.bmaj.rotherham.sch.uk,2026-02-15T01:47:25.909720,success,"['example@gmail.com', 'enquiries@bmj.wwpat.org']",,,,,stable,1,0
143321,Swinton Queen Primary School,http://www.swintonqueenprimary.org.uk,2026-02-15T01:47:25.916643,success,['enquiries@sqp.wwpat.org'],,,,,stable,1,0
143322,Summerhill Primary Academy,https://www.summerhillprimaryacademy.co.uk/index.php,2026-02-15T01:47:25.923489,error,[],,,,,stable,1,0
143323,Prees CofE Primary School,https://www.prees.shropshire.sch.uk,2026-02-15T01:47:25.930583,success,['admin@prees.shropshire.sch.uk'],,,,,stable,1,0
143325,Whixall CofE Primary School,https://www.whixall.shropshire.sch.uk,2026-02-15T01:47:25.937112,success,['admin@whixall.shropshire.sch.uk'],,,,,stable,1,0
143326,Ellesmere Primary School,https://www.ellesmereprimaryschool.org.uk,2026-02-15T01:47:25.944255,success,['admin@ellesmereprimaryschool.org.uk'],,,,,stable,1,0
143327,Beechwood School,http://www.beechwood.slough.sch.uk,2026-02-15T01:47:25.950966,error,[],,,,,stable,1,0
143329,Hugh Sexey Church of England Middle School,http://www.hughsexey.com,2026-02-15T01:47:26.011322,error,[],,,,,stable,1,0
143330,Lympsham Church of England Academy,http://www.lympshamcofeacademy.co.uk,2026-02-15T01:47:26.018372,error,[],,,,,stable,1,0
143331,East Brent Church of England First School,https://www.eastbrentcofeacademy.co.uk,2026-02-15T01:47:26.024564,error,[],,,,,stable,1,0
143332,Mark First and Pre-School CE Academy,https://www.markfirstschool.co.uk,2026-02-15T01:47:26.031240,error,[],,,,,stable,1,0
143333,Hinguar Community Primary School,https://www.hinguar.secat.co.uk,2026-02-15T01:47:26.038384,success,"['logo@2x.png', 'logo-secat@2x.png', 'office@hinguar.secat.co.uk', 'logo-footer@2x.png', 'logo-secat-v2@2x.png']",,,,,stable,1,0
143334,Friars Primary School and Nursery,https://www.friarsprimary.co.uk,2026-02-15T01:47:26.123657,success,"['office@friars.southend.sch.uk', 'office@fps.porticoacademytrust.co.uk', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', '8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com', '2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com']",,,,,stable,1,0
143335,Hamstel Junior School,https://www.hamsteljuniors.co.uk,2026-02-15T01:47:26.130568,success,"['office@hjs.porticoacademytrust.co.uk', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', '8c4075d5481d476e945486754f783364@sentry.io', '2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com', '8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com']",,,,,stable,1,0
143336,Thorpedene Primary School & Nursery,https://www.thorpedene.secat.co.uk,2026-02-15T01:47:26.137147,success,"['logo-white@2x.png', 'logo-secat@2x.png', 'office@thorpedene.secat.co.uk', 'logo@2x.png', 'logo-secat-v2@2x.png']",,,,,stable,1,0
143337,Blenheim Primary School,https://www.blenheimprimary.co.uk,2026-02-15T01:47:26.198318,error,[],,,,,stable,1,0
143338,Greenways Primary School,https://www.greenways.southend.sch.uk,2026-02-15T01:47:26.205254,success,['contactus@greenways.lihtrust.uk'],,,,,stable,1,0
143339,Bournes Green Infant School,https://www.bournesgreen.secat.co.uk,2026-02-15T01:47:26.211593,success,"['logo-secat@2x.png', 'infants@bournesgreen.secat.co.uk', 'juniors@bournesgreen.secat.co.uk', 'logo-secat-v2@2x.png']",,,,,stable,1,0
143340,Hamstel Infant School and Nursery,https://www.hamstelinfants.co.uk,2026-02-15T01:47:26.218710,success,"['office@his.porticoacademytrust.co.uk', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', '8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com', '2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com']",,,,,stable,1,0
143345,Chesterton Primary School,https://www.chestertonprimary.org.uk,2026-02-15T01:47:26.225107,success,['office@chestertonprimary.org.uk'],,,,,stable,1,0
143346,The Meadows School,https://themeadows.manorhall.academy,2026-02-15T01:47:26.250279,error,[],,,,,stable,1,0
143347,St James Church of England Primary Academy,https://www.st-james.staffs.sch.uk,2026-02-15T01:47:26.257082,success,['office@st-james.staffs.sch.uk'],,,,,stable,1,0
143348,St John's CofE Primary Academy,https://www.st-johns-stafford.staffs.sch.uk,2026-02-15T01:47:26.263666,success,['office@st-johns-stafford.staffs.sch.uk'],,,,,stable,1,0
143349,Crackley Bank Primary School,https://www.crackleybank.staffs.sch.uk,2026-02-15T01:47:26.289026,success,['office@crackleybank.staffs.sch.uk'],,,,,stable,1,0
143350,Meir Heath Academy,https://www.meirheathacademy.org,2026-02-15T01:47:26.296408,success,"['meirheathoffice@sbmat.org', 'logo-white@2x-1.png', 'logo-white@2x-1-480x182.png', 'meirheathhoffice@sbmat.org']",,,,,stable,1,0
143351,Bishop Lonsdale Church of England Primary Academy,http://www.lonsdale.staffs.sch.uk,2026-02-15T01:47:26.303835,success,['office@lonsdale.staffs.sch.uk'],,,,,stable,1,0
143352,St Wulstan's Catholic Primary School,https://www.st-wulstans.staffs.sch.uk,2026-02-15T01:47:26.310600,success,['office.wul@ctkcc.co.uk'],,,,,stable,1,0
143353,Perton Primary Academy,https://www.pertonacademy.co.uk,2026-02-15T01:47:26.317053,success,"['office@pertonacademy.co.uk', 'DPO@suatrust.co.uk']",,,,,stable,1,0
143354,Springfield School,https://nan,2026-02-15T01:47:26.341605,error,[],,,,,stable,1,0
143355,Parkside Primary School,https://www.parkside-staffs.co.uk,2026-02-15T01:47:26.348749,success,"['admin@parkside.staffs.sch.uk', 'headteacher@parkside.staffs.sch.uk']",,,,,stable,1,0
143356,Weston Junior Academy,https://www.westonfederation.co.uk,2026-02-15T01:47:26.355774,success,"['wcioffice@sbmat.org', 'wcjoffice@sbmat.org']",,,,,stable,1,0
143358,Weston Infant Academy,https://www.westonfederation.co.uk,2026-02-15T01:47:26.361885,success,"['wcioffice@sbmat.org', 'wcjoffice@sbmat.org']",,,,,stable,1,0
143359,Bacton Primary School,https://www.bacton-pri.suffolk.sch.uk,2026-02-15T01:47:26.367640,success,['admin@bactonschool.org.uk'],,,,,stable,1,0
143360,Cedars Park Community Primary School,https://www.cedarspark.suffolk.sch.uk,2026-02-15T01:47:26.374207,success,['admin@cedarspark.suffolk.sch.uk'],,,,,stable,1,0
143361,Mendlesham Primary School,http://www.mendlesham.suffolk.sch.uk,2026-02-15T01:47:26.380586,success,['admin@mendleshamschool.org.uk'],,,,,stable,1,0
143363,Diamond Hall Junior Academy,https://www.diamondhalljuniors.co.uk,2026-02-15T01:47:26.387237,error,[],,,,,stable,1,0
143364,Cardinal Newman Catholic Primary School,http://www.cardinalnewmanschool.co.uk,2026-02-15T01:47:26.393490,success,"['logo@2x.png', 'logo-trust@2x.png', 'office@cardinalnewmanschool.co.uk']",,,,,stable,1,0
143365,St Anne's Catholic Primary School,http://www.stannes-chertsey.surrey.sch.uk,2026-02-15T01:47:26.400594,success,"['logo@2x.png', 'logo-trust@2x.png', 'office@stannes-chertsey.surrey.sch.uk']",,,,,stable,1,0
143366,St Alban's Catholic Primary School,https://www.stalbans.surrey.sch.uk,2026-02-15T01:47:26.407445,success,"['logo-trust@2x.png', 'admin@stalbans.surrey.sch.uk']",,,,,stable,1,0
143367,"Salesian School, Chertsey",http://www.salesian.surrey.sch.uk,2026-02-15T01:47:26.413965,success,['info@salesian.surrey.sch.uk'],,,,,stable,1,0
143368,Holy Family Catholic Primary School,http://www.holy-family.surrey.sch.uk,2026-02-15T01:47:26.420296,success,"['logo-trust@2x.png', 'office@holy-family.surrey.sch.uk']",,,,,stable,1,0
143369,"St John the Baptist Catholic Comprehensive School, Woking",http://sjb.surrey.sch.uk,2026-02-15T01:47:26.427276,success,['info@sjb.surrey.sch.uk'],,,,,stable,1,0
143370,St Hugh of Lincoln Catholic Primary School,http://www.sthugh-of-lincoln.surrey.sch.uk,2026-02-15T01:47:26.433664,success,"['logo@2x.png', 'logo-trust@2x.png', 'info@sthugh-of-lincoln.surrey.sch.uk']",,,,,stable,1,0
143371,Riverbridge Primary School,https://www.riverbridgeprimary.co.uk,2026-02-15T01:47:26.440329,success,['office.riverbridge@lumenlearningtrust.co.uk'],,,,,stable,1,0
143372,"St Charles Borromeo Catholic Primary School, Weybridge",http://www.stcharlesb.surrey.sch.uk,2026-02-15T01:47:26.465690,error,[],,,,,stable,1,0
143373,Guildford Grove Primary School,https://www.guildfordgrove.surrey.sch.uk,2026-02-15T01:47:26.472675,success,['info@guildfordgrove.surrey.sch.uk'],,,,,stable,1,0
143374,St Augustine's Catholic Primary School,https://www.staugustine.surrey.sch.uk,2026-02-15T01:47:26.479351,success,"['logo-trust@2x.png', 'info@staugustine.surrey.sch.uk']",,,,,stable,1,0
143375,Cheam Fields Primary Academy,https://www.cheamfieldsprimary.co.uk,2026-02-15T01:47:26.486070,success,['cfoffice@leoacademytrust.co.uk'],,,,,stable,1,0
143376,Bradley Green Primary Academy,http://www.bradleygreen.org.uk,2026-02-15T01:47:26.492776,success,['admin@bradleygreen.org.uk'],,,,,stable,1,0
