URN,School_Name,Website,All_Emails,Has_Pupil_Premium,Has_Governors,Has_SEND,Ofsted_Mention,Postcode,Town,Region,Scrape_Date
105649,Mather Street Primary School,https://www.matherstreet.oldham.sch.uk,,1,0,0,good,M35 0DT,Manchester,North West,2026-02-14T10:43:59.474146
105656,South Failsworth Community Primary School,https://www.southfailsworth.oldham.sch.uk,info@southfailsworth.oldham.sch.uk,0,0,0,,M35 0NY,Manchester,North West,2026-02-14T10:44:05.472648
105658,Whitegate End Primary and Nursery School,https://www.whitegateend-oldham.co.uk/,info@whitegateend.oldham.sch.uk,0,0,0,,OL9 8EB,Oldham,North West,2026-02-14T10:44:11.277352
105659,Rushcroft Primary School,https://www.rushcroftprimary.com,info@rushcroft.oldham.sch.uk,0,0,0,,OL2 7YL,Oldham,North West,2026-02-14T10:44:16.703180
105663,Propps Hall Junior Infant and Nursery School,http://www.proppshall.oldham.sch.uk,info@proppshall.oldham.sch.uk,0,0,0,,M35 0ND,Manchester,North West,2026-02-14T10:44:23.178288
105665,Diggle School,https://www.diggleschool.co.uk,"enquiries@diggleschool.co.uk, enquiries@diggleschool.co.uk",0,0,0,good,OL3 5PU,Oldham,North West,2026-02-14T10:44:29.680673
105666,Friezland Primary School,https://www.friezlandschool.co.uk/,,0,1,0,,OL3 7LN,Oldham,North West,2026-02-14T10:44:37.806927
105667,Greenfield Primary School,http://www.greenfieldprimaryschool.com/,info@greenfield.oldham.sch.uk,0,0,0,,OL3 7AA,Oldham,North West,2026-02-14T10:44:43.092909
105668,Springhead Infant and Nursery School,https://www.springhead.oldham.sch.uk/,info@springhead.oldham.sch.uk,0,0,0,,OL4 4QT,Oldham,North West,2026-02-14T10:44:48.957208
105669,Delph Primary School,http://www.delphprimary.co.uk,info@delph.oldham.sch.uk,1,0,0,,OL3 5HN,Oldham,North West,2026-02-14T10:44:54.426396
105671,Buckstones Primary School,https://www.buckstones.oldham.sch.uk/,info@buckstones.oldham.sch.uk,1,1,1,good,OL2 8HN,Oldham,North West,2026-02-14T10:45:06.883964
105686,Stanley Road Primary School,https://www.stanleyroad.oldham.sch.uk,ecs.pupils@oldham.gov.uk,0,0,0,good,OL9 7HX,Oldham,North West,2026-02-14T10:45:47.441045
105691,Holy Trinity CofE Dobcross Primary School,http://www.dobcross.oldham.sch.uk,info@dobcross.oldham.sch.uk,0,1,0,,OL3 5BP,Oldham,North West,2026-02-14T10:45:54.473115
105693,Christ Church CofE Primary School,http://www.christchurch-pri.oldham.sch.uk,"office@christchurch-pri.oldham.sch.uk, office@christchurch-pri.oldham.sch.uk",0,1,0,,OL3 5RY,Oldham,North West,2026-02-14T10:46:00.237622
105695,St Thomas Moorside CofE (VA) Primary School,https://www.stthomasmoorside.co.uk,info@st-thomas-moorside.oldham.sch.uk,0,0,0,good,OL1 4RL,Oldham,North West,2026-02-14T10:46:06.709523
105700,St Agnes CofE Primary School,https://www.stagnes.oldham.sch.uk,info@stagnes.oldham.sch.uk,0,1,1,,OL4 5RU,Oldham,North West,2026-02-14T10:46:13.055445
105701,Holy Rosary RC Junior Infant and Nursery School,https://www.holyrosary.oldham.sch.uk/,"info@holyrosary.oldham.sch.uk, info@holyrosary.oldham.sch.uk",0,1,0,,OL8 2SR,Oldham,North West,2026-02-14T10:46:18.793795
105703,St Martin's CofE Junior Infant and Nursery School,http://www.st-martinsoldham.co.uk/,,0,0,0,,OL8 2PY,Oldham,North West,2026-02-14T10:46:30.703437
105705,St Margaret's CofE Junior Infant and Nursery School,http://www.stmargarets.oldham.sch.uk,info@stmargarets.oldham.sch.uk,0,0,1,,OL8 4QS,Oldham,North West,2026-02-14T10:46:36.299434
105707,Christ Church CofE Primary School,https://www.christchurchchad.co.uk,info@christchurch-chad.oldham.sch.uk,0,0,0,,OL9 9ED,Oldham,North West,2026-02-14T10:46:42.893589
105708,St Luke's CofE Primary School,https://www.st-lukes.oldham.sch.uk/,7240info@st-lukes.oldham.sch.uk,0,0,0,,OL9 9HT,Oldham,North West,2026-02-14T10:46:48.582754
105711,St Mary's CofE Primary School High Crompton,http://www.stmaryscecrompton.oldham.sch.uk/,info@stmaryscecrompton.oldham.sch.uk,0,1,1,outstanding,OL2 7PP,Oldham,North West,2026-02-14T10:46:58.137150
105715,St Anne's CofE (Aided) Primary School,https://www.stannesroyton.oldham.sch.uk/,info@stannesroyton.oldham.sch.uk,0,1,0,,OL2 5DH,Oldham,North West,2026-02-14T10:47:07.387249
105718,Corpus Christi RC Primary School,https://www.corpuschristi.oldham.sch.uk/,info@corpuschristi.oldham.sch.uk,0,0,0,outstanding,OL9 7HA,Oldham,North West,2026-02-14T10:47:15.252029
105719,St Joseph's RC Junior Infant and Nursery School,https://www.st-josephs.oldham.sch.uk/,,0,0,0,,OL2 8SZ,Oldham,North West,2026-02-14T10:47:23.429169
105721,Ss Aidan and Oswald's Roman Catholic Primary School,https://ssaoschool.co.uk/,info@ssaidanoswald.oldham.sch.uk,0,1,1,good,OL2 5PQ,Oldham,North West,2026-02-14T10:47:28.954360
105722,St Herbert's RC School,https://www.stherberts.education,,0,0,0,,OL9 9SN,Oldham,North West,2026-02-14T10:47:34.389802
105725,St Anne's RC Primary School,https://www.stannesrc.co.uk,info@stannesrc.oldham.sch.uk,0,1,1,,OL4 1HP,Oldham,North West,2026-02-14T10:47:45.130774
105736,Saddleworth School,http://www.saddleworth.oldham.sch.uk,,0,0,1,outstanding,OL3 5NU,Oldham,North West,2026-02-14T10:47:51.337616
105738,The Radclyffe School,https://theradclyffeschool.co.uk,admin@theradclyffeschool.co.uk,0,0,0,outstanding,OL9 0LS,Oldham,North West,2026-02-14T10:47:59.592574
105757,Howard Street Nursery School,http://www.howardstreet.rochdale.sch.uk/,"office@howardstreet.rochdale.sch.uk, office@howardstreet.rochdale.sch.uk",0,0,1,,OL12 0PP,Rochdale,North West,2026-02-14T10:48:07.158747
105760,Sunny Brow Nursery School,https://www.sunnybrow.rochdale.sch.uk,"office@sunnybrow.rochdale.sch.uk, office@sunnybrow.rochdale.sch.uk",0,1,1,,M24 4AD,Manchester,North West,2026-02-14T10:48:13.511206
105764,Brimrod Community Primary School,http://www.brimrodprimary.rochdale.sch.uk,office@brimrodprimary.rochdale.sch.uk,0,1,0,,OL11 4NB,Rochdale,North West,2026-02-14T10:48:19.344668
105766,Shawclough Community Primary School,http://www.shawclough.rochdale.sch.uk/,office@shawclough.rochdale.sch.uk,0,0,0,,OL12 6DE,Rochdale,North West,2026-02-14T10:48:28.299838
105768,Greenbank Primary School,http://www.greenbank.rochdale.sch.uk,,0,1,0,good,OL12 0HZ,Rochdale,North West,2026-02-14T10:48:35.306557
105770,Heybrook Primary School,https://www.heybrook.org,"office@heybrook.org, office@heybrook.org",0,0,0,,OL12 9BJ,Rochdale,North West,2026-02-14T10:48:41.868267
105773,Meanwood Community Nursery and Primary School,http://www.meanwood.rochdale.sch.uk/,office@meanwood.rochdale.sch.uk,0,0,0,,OL12 7DJ,Rochdale,North West,2026-02-14T10:48:47.795258
105777,Lowerplace Primary School,https://www.lowerplace.rochdale.sch.uk,office@lowerplace.rochdale.sch.uk,0,1,0,,OL16 4UU,Rochdale,North West,2026-02-14T10:48:57.525326
105778,Marland Hill Community Primary School,https://www.marlandhillprimary.co.uk/,,0,0,0,,OL11 4QW,Rochdale,North West,2026-02-14T10:49:03.090602
105779,Caldershaw Primary School,https://www.caldershaw.rochdale.sch.uk/,"office@caldershaw.rochdale.sch.uk, office@caldershaw.rochdale.sch.uk, office@caldershaw.rochdale.sch.uk",1,1,0,outstanding,OL12 7QL,Rochdale,North West,2026-02-14T10:49:09.622721
105780,Belfield Community School,http://www.belfield.rochdale.sch.uk,,0,0,0,good,OL16 2XW,Rochdale,North West,2026-02-14T10:49:15.008007
105781,Whittaker Moss Primary School,http://www.whittakermoss.rochdale.sch.uk/,,0,0,0,,OL11 5XP,Rochdale,North West,2026-02-14T10:49:20.705581
105783,Ashfield Valley Primary School,http://www.ashfieldvalley.rochdale.sch.uk,office@ashfieldvalley.rochdale.sch.uk,0,0,1,,OL11 1TA,Rochdale,North West,2026-02-14T10:49:27.841781
105785,Littleborough Community Primary School,http://www.littleborough.rochdale.sch.uk/,office@littleborough.rochdale.sch.uk,0,1,0,,OL15 9HW,Littleborough,North West,2026-02-14T10:49:33.868804
105786,Alkrington Primary School,http://www.alkrington.rochdale.sch.uk,,0,0,0,,M24 1JZ,Manchester,North West,2026-02-14T10:49:40.682117
105787,Boarshaw Community Primary School,http://www.boarshawprimary.co.uk,office@boarshawprimary.co.uk,0,0,0,good,M24 2PB,MANCHESTER,North West,2026-02-14T10:49:48.291570
105789,Newhey Community Primary School,http://www.newhey.rochdale.sch.uk/,office@newhey.rochdale.sch.uk,0,0,0,,OL16 4JX,Rochdale,North West,2026-02-14T10:49:54.758719
105791,Elm Wood Primary School,https://www.elmwoodps.co.uk,office@elmwoodps.co.uk,0,1,1,,M24 2EG,Manchester,North West,2026-02-14T10:50:00.479787
105792,Hollin Primary School,https://www.hollin.rochdale.sch.uk,office@hollin.rochdale.sch.uk,0,0,1,,M24 6JG,Manchester,North West,2026-02-14T10:50:05.865403
105796,Harwood Park Primary School,http://www.harwoodpark.rochdale.sch.uk/,,0,0,0,,OL10 1DG,Heywood,North West,2026-02-14T10:50:11.730225
105798,Hopwood Community Primary School,https://www.hopwoodcommunityprimary.co.uk,office@hopwood.rochdale.sch.uk,0,0,0,,OL10 2HN,Heywood,North West,2026-02-14T10:50:17.471173
105799,Parkfield Primary School,https://www.parkfieldprimary.com/,"office@parkfield.rochdale.sch.uk, office@parkfield.rochdale.sch.uk",0,0,0,,M24 4AF,Manchester,North West,2026-02-14T10:50:23.212685
105800,Hamer Community Primary School,http://www.hamerprimary.co.uk,,0,0,0,,OL16 2SU,Rochdale,North West,2026-02-14T10:50:29.194124
105802,St Edward's Church of England Primary School,http://www.stedwardsce.rochdale.sch.uk/,,1,1,1,good,OL11 3AR,Rochdale,North West,2026-02-14T10:50:35.030483
105803,St Peter's Church of England Primary School,http://www.stpetersce.rochdale.sch.uk/,office@stpetersce.rochdale.sch.uk,0,0,0,good,OL16 5JQ,Rochdale,North West,2026-02-14T10:50:41.205267
105805,St Luke's Church of England Primary School,https://www.stlukesceprimary.co.uk,"office@stlukesceprimary.co.uk, office@stlukesceprimary.co.uk",1,1,1,outstanding,OL10 4XB,Heywood,North West,2026-02-14T10:50:47.179263
105808,St Gabriel's Church of England Primary School,http://www.stgabrielsce.co.uk,,0,0,0,,M24 2BE,Manchester,North West,2026-02-14T10:50:53.408772
105810,Stansfield Hall Church of England / Methodist Church Primary School,http://www.stansfieldhall.rochdale.sch.uk/,"office@stansfieldhall.rochdale.sch.uk, office@stansfieldhall.rochdale.sch.uk",0,0,0,,OL15 9PR,Littleborough,North West,2026-02-14T10:50:58.417083
105811,All Souls Church of England Primary School,http://www.allsoulsce.rochdale.sch.uk,,0,0,0,,OL10 4DF,Heywood,North West,2026-02-14T10:51:03.961382
105813,"St Michael's Church of England Primary School, Bamford",http://www.stmichaelscebam.rochdale.sch.uk/,"office@stmichaelscebam.rochdale.sch.uk, senco@stmichaelscebam.rochdale.sch.uk",0,0,1,good,OL10 4BB,Heywood,North West,2026-02-14T10:51:09.838977
105814,Holy Trinity Church of England Primary School,http://www.holytrinityce.rochdale.sch.uk/,,0,0,1,good,OL15 9DB,Littleborough,North West,2026-02-14T10:51:15.772499
105815,St Margaret's Church of England Primary School,http://www.stmargaretsce.rochdale.sch.uk/,,0,0,0,,OL10 3RD,Heywood,North West,2026-02-14T10:51:22.406056
105816,"St Mary's Roman Catholic Primary School, Littleborough",http://www.stmarysrclboro.rochdale.sch.uk/,helpdesk@webanywhere.co.uk,0,0,0,,OL15 8DU,Littleborough,North West,2026-02-14T10:51:29.649801
105817,"St Peter's Roman Catholic Primary School, Rochdale",https://www.stpetersrc.rochdale.sch.uk,"office@stpetersrc.rochdale.sch.uk, office@stpetersrc.rochdale.sch.uk",0,0,0,,M24 1FL,Manchester,North West,2026-02-14T10:51:35.803002
105818,"St Mary's Roman Catholic Primary School, Middleton",https://www.stmrc.co.uk,office@st-mrc.co.uk,1,1,1,outstanding,M24 5GL,Manchester,North West,2026-02-14T10:51:41.688622
105820,"St Thomas More Roman Catholic Primary School, Middleton, Rochdale",https://www.stthomasmorerc.co.uk,,0,0,0,,M24 1PY,Manchester,North West,2026-02-14T10:51:48.958707
105821,Middleton Parish Church School,http://www.middletonparishce.rochdale.sch.uk/,,0,0,1,,M24 5DL,Manchester,North West,2026-02-14T10:51:55.143460
105822,"St Michael's Church of England Primary School, Alkrington",http://www.stmichaelscemidd.rochdale.sch.uk/,office@stmichaelscemidd.rochdale.sch.uk,0,0,0,,M24 1GD,Manchester,North West,2026-02-14T10:52:01.634129
105823,Milnrow Parish Church of England Primary School,http://www.milnrowparishce.rochdale.sch.uk/,office@milnrowparishce.rochdale.sch.uk,0,1,0,,OL16 3JT,Rochdale,North West,2026-02-14T10:52:07.364874
105824,St Thomas' Church of England Primary School,http://www.stthomasce.rochdale.sch.uk/,office@stthomasnewhey.co.uk,0,0,0,,OL16 3QZ,Rochdale,North West,2026-02-14T10:52:14.408707
105825,"St Gabriel's Roman Catholic Primary School, Rochdale",https://www.stgabrielsrc.com/,,0,1,0,,OL11 2TN,Rochdale,North West,2026-02-14T10:52:19.113440
105826,"St John's Roman Catholic Primary School, Rochdale",http://www.stjohnsrc.rochdale.sch.uk/,office@stjohnthebaptist.stoccat.org.uk,1,1,1,,OL11 1EZ,Rochdale,North West,2026-02-14T10:52:27.142292
105828,Sacred Heart Roman Catholic Primary School Rochdale,https://www.sacred-heart-school.org.uk/,,0,0,0,,OL16 4AW,Rochdale,North West,2026-02-14T10:52:33.742125
105829,All Saints Church of England Primary School,http://www.allsaintsce.rochdale.sch.uk,"office@all-saints-rochdale.co.uk, office@all-saints-rochdale.co.uk",0,1,0,good,OL12 0EL,Rochdale,North West,2026-02-14T10:52:40.348816
105830,"Holy Family Roman Catholic Primary School, Rochdale",https://www.holyfamilyrc.rochdale.sch.uk/,office@holyfamilyrochdale.stoccat.org.uk,1,1,1,,OL11 2DA,Rochdale,North West,2026-02-14T10:52:47.037388
105831,"St Vincent's Roman Catholic Primary School, Rochdale",http://www.st-vincents.rochdale.sch.uk,office@stvincentdepaul.stoccat.org.uk,1,1,1,,OL12 7QL,Rochdale,North West,2026-02-14T10:52:54.084474
105844,Cardinal Langley Roman Catholic High School,https://www.clrchs.co.uk,,0,0,0,good,M24 2GL,Manchester,North West,2026-02-14T10:52:59.912807
105846,Crossgates Primary School,https://www.crossgates.rochdale.sch.uk/,office@crossgates.rochdale.sch.uk,0,0,0,,OL16 3HB,Rochdale,North West,2026-02-14T10:53:05.809201
105847,Smithy Bridge Foundation Primary School,https://www.sbs.rochdale.sch.uk/,,0,0,0,,OL15 0ES,Littleborough,North West,2026-02-14T10:53:12.049564
105849,"St John Fisher Roman Catholic Primary School, Rochdale",https://www.st-johnfisher.rochdale.sch.uk,"office@stjohnfisher.stoccat.org.uk, office@stjohnfisher.stoccat.org.uk",1,1,1,,M24 2PB,Manchester,North West,2026-02-14T10:53:17.967655
105884,Light Oaks Junior School,https://www.lightoaksjuniorschool.co.uk,,0,1,1,good,M6 8LU,Salford,North West,2026-02-14T10:53:33.095398
105886,Lower Kersal Community Primary School,https://www.lkps.co.uk/,school@lkps.co.uk,1,0,1,,M7 3TN,Salford,North West,2026-02-14T10:53:39.048833
105889,Summerville Primary School,https://www.summervilleprimary.co.uk/,summerville.primaryschool@salford.gov.uk,0,0,0,,M6 7HB,Salford,North West,2026-02-14T10:53:44.549755
105894,Light Oaks Infant School,https://www.lightoaksinfantsalford.com/,,0,0,0,,M6 8LU,Salford,North West,2026-02-14T10:53:51.848793
105896,The Friars Primary School,https://www.friarsprimaryschool.co.uk/,"office@friarsprimaryschool.co.uk, office@friarsprimaryschool.co.uk",1,1,1,,M3 7EU,Salford,North West,2026-02-14T10:53:59.304207
105902,Clarendon Road Community Primary School,https://www.clarendonroadschool.org/,,0,0,0,,M30 9BJ,Manchester,North West,2026-02-14T10:54:06.118421
105903,Lewis Street Primary School,https://www.lewisstreetprimary.co.uk/,,0,0,0,,M30 0PU,Manchester,North West,2026-02-14T10:54:12.992442
105905,Westwood Park Community Primary School,https://westwoodpark.org.uk,office@westwoodpark.org.uk,0,0,1,good,M30 8DH,Manchester,North West,2026-02-14T10:54:53.337389
105906,Beech Street Community Primary School,https://www.beechstreetprimary.co.uk/,schoolinfo@beechstreetprimary.co.uk,0,0,0,,M30 8GB,Manchester,North West,2026-02-14T10:54:59.452331
105907,Clifton Primary School,https://www.cliftonprimary.com/,,0,1,0,,M27 6PF,Manchester,North West,2026-02-14T10:55:04.465473
105910,Moorside Primary School,http://moorsideprimary.net,"admin@moorsideprimary.net, SEND@moorsideprimary.net, Suzanne.Howard@moorsideprimary.net, admin@moorsideprimary.net, SEND@moorsideprimary.net",0,1,1,,M27 0LN,Swinton,North West,2026-02-14T10:55:10.951228
105912,Bridgewater Primary School,https://www.bridgewaterprimaryschool.co.uk,,0,1,0,,M38 9WD,Manchester,North West,2026-02-14T10:55:17.562556
105913,Peel Hall Primary School,https://www.peelhall.co.uk/,info@peelhall.co.uk,0,1,1,,M38 0BZ,Manchester,North West,2026-02-14T10:55:24.835202
105914,Hilton Lane Primary School,https://www.hiltonlaneprimary.co.uk,office@hiltonlaneprimary.co.uk,0,1,1,,M28 0JY,Manchester,North West,2026-02-14T10:55:33.380032
105922,North Walkden Primary School,https://www.northwalkdenprimaryschool.co.uk,2921northwalkden.primaryschool@northwalkdenprimaryschool.co.uk,0,1,1,,M28 3QD,Manchester,North West,2026-02-14T10:55:38.784003
105924,The Deans Primary School,https://www.thedeansprimary.co.uk,,0,0,0,,M27 5TD,Manchester,North West,2026-02-14T10:55:43.736288
105925,Mossfield Primary School,https://www.mossfieldps.salford.sch.uk/,,0,0,0,,M27 6EH,Manchester,North West,2026-02-14T10:55:49.985073
105929,St John's CofE Primary School,https://www.stjohnsce.co.uk,,0,0,0,,M27 5FU,Manchester,North West,2026-02-14T10:55:55.721692
105930,St Luke's CofE Primary School,http://www.stlukescesalford.co.uk/,,1,1,1,,M5 5JH,Salford,North West,2026-02-14T10:56:02.096570
105933,St Andrew's CofE Primary School,https://www.st-andrews-worsley.salford.sch.uk,,0,0,0,,M28 1HS,Manchester,North West,2026-02-14T10:56:08.452184
105934,St Andrew's CofE Primary School,https://www.standrewsprimaryeccles.co.uk/,standrewseccles.ceprimaryschool@salford.gov.uk,0,1,0,,M30 0FL,Manchester,North West,2026-02-14T10:56:14.618103
105935,Christ Church CofE Primary School,https://www.christchurchceprimary.co.uk/,,0,0,0,,M30 0GZ,Manchester,North West,2026-02-14T10:56:20.461698
105936,St Mary's CofE Primary School,https://www.st-marys-cadishead.salford.sch.uk,"info@st-marys-cadishead.salford.sch.uk, info@st-marys-cadishead.salford.sch.uk",0,0,0,,M44 5HG,Manchester,North West,2026-02-14T10:56:27.134621
105937,St Paul's CofE Primary School,https://stpaulsce.co.uk,,0,0,0,,M28 3NZ,Manchester,North West,2026-02-14T10:56:34.004300
105938,St Andrew's Methodist Primary School,https://www.standrewsmethodistschool.co.uk/,,1,1,1,,M28 0ZA,Manchester,North West,2026-02-14T10:56:39.969443
105939,Irlam Endowed Primary School,https://www.irlamendowed.salford.sch.uk/,"office@irlamendowed.salford.sch.uk, office@irlamendowed.salford.sch.uk",0,0,1,,M44 6EE,Manchester,North West,2026-02-14T10:56:46.676313
105940,Wardley CofE Primary School,https://www.wardleyce.co.uk,office@wardleyce.co.uk,0,0,0,,M27 9XB,Manchester,North West,2026-02-14T10:56:52.230477
105941,St Paul's Peel CofE Primary School,https://www.stpaulspeellh.co.uk/,office@stpaulspeelce.co.uk,0,1,0,,M38 9RB,Manchester,North West,2026-02-14T10:56:57.147902
105942,Boothstown Methodist Primary School,https://www.boothstownmethodistschool.co.uk/,,0,0,0,,M28 1DG,Manchester,North West,2026-02-14T10:57:02.581920
105944,St Philip's CofE Primary School,https://www.stphilipssalford.co.uk,,0,1,0,good,M3 5LF,Salford,North West,2026-02-14T10:57:09.870020
105945,St Paul's CofE Primary School,https://www.stpaulscrompton.org.uk,,0,0,0,,M28 3HP,Manchester,North West,2026-02-14T10:57:16.813949
105946,Godfrey Ermen Memorial CofE Primary School,https://www.gems-salford.co.uk/,office@gems-salford.co.uk,0,1,0,,M30 7BJ,Manchester,North West,2026-02-14T10:57:23.836988
105948,St Peter's CofE Primary School,https://www.stpetersswinton.co.uk/,stpeters.ceprimary@stpetersswinton.co.uk,0,0,0,outstanding,M27 0WA,Manchester,North West,2026-02-14T10:57:30.145939
105949,St Mark's CofE Primary School,https://stmarksce.co.uk,,0,0,0,,M28 2WF,Manchester,North West,2026-02-14T10:57:37.075321
105950,Christ The King RC Primary School,https://www.christthekingschool.co.uk,office@christthekingschool.co.uk,0,0,0,,M28 3DW,Manchester,North West,2026-02-14T10:57:43.652189
105952,Holy Cross and All Saints RC Primary School,https://www.holycrossandallsaints.co.uk/,,0,0,0,,M30 0JA,Manchester,North West,2026-02-14T10:57:49.780573
105953,St Mary's RC Primary School,https://www.st-marys-eccles.salford.sch.uk,,0,1,1,,M30 0FJ,Manchester,North West,2026-02-14T10:57:56.191229
105954,St Gilbert's RC Primary School,https://www.stgilbertsrc.co.uk,,0,0,0,,M30 8LZ,Manchester,North West,2026-02-14T10:58:02.055472
105955,St Charles' RC Primary School,https://stcharlesprimary.co.uk,,0,0,0,,M27 9PD,Manchester,North West,2026-02-14T10:58:07.404769
105956,St Mark's RC Primary School,https://www.st-marks-clifton.salford.sch.uk/,support@st-marks-clifton.salford.sch.uk,0,0,0,,M27 8QE,Manchester,North West,2026-02-14T10:58:13.816271
105957,St Mary's RC Primary School,http://www.stmarys-swinton.co.uk,,0,0,0,,M27 4AS,Manchester,North West,2026-02-14T10:58:19.271694
105961,St Joseph the Worker RC Primary School,https://www.stjosephtheworkerrcp.co.uk,office@stjosephs-irlam.salford.sch.uk,0,1,0,good,M44 6GX,Salford,North West,2026-02-14T10:58:25.866193
105962,St Boniface RC Primary School,https://www.stbonifacesalford.com/,info@stbonifacesalford.co.uk,0,0,0,,M7 2HL,Salford,North West,2026-02-14T10:58:31.171494
105963,St Sebastian's RC Primary School,https://www.stsebastiansprimary.co.uk,info@stsebastiansprimary.co.uk,0,0,1,,M6 6ET,Salford,North West,2026-02-14T10:58:38.375980
105964,The Cathedral School of St Peter and St John RC Primary,https://www.cathedralschoolstpeterandjohn.com/,"thecathedralsch@st-peter-st-john.salford.sch.uk, thecathedralsch@st-peter-st-john.salford.sch.uk, thecathedralsch@st-peter-st-john.salford.sch.uk",0,0,1,,M3 6LU,Salford,North West,2026-02-14T10:58:44.003220
105970,St Thomas of Canterbury RC Primary School,https://www.stthomasofcanterburyprimaryschool.co.uk/,,0,0,0,,M7 4XG,Salford,North West,2026-02-14T10:58:58.380790
105986,St Patrick's RC High School,https://www.stpatricksrchigh.co.uk,,1,0,1,,M30 7JJ,Manchester,North West,2026-02-14T10:59:04.441235
105989,St Ambrose Barlow RC High School,http://www.stambrosebarlowswinton.org/,office@stambrosebarlowswinton.org,0,0,0,outstanding,M27 9QP,Manchester,North West,2026-02-14T10:59:11.576239
106015,Hollywood Park Nursery School,https://www.hollywoodpark.stockport.sch.uk,admin@hollywoodpark.stockport.sch.uk,0,0,1,,SK3 0BJ,Stockport,North West,2026-02-14T10:59:18.364589
106016,Lark Hill Nursery School,https://www.larkhill-nur.stockport.sch.uk,hi@schudio.com,0,0,0,,SK3 9PH,Stockport (Greater Manchester),North West,2026-02-14T10:59:24.834376
106018,Reddish Vale Nursery School,https://www.reddishvalenursery.stockport.sch.uk,"headteacher@reddishvalenursery.stockport.sch.uk, admin@reddishvalenursery.stockport.sch.uk, headteacher@reddishvalenursery.stockport.sch.uk",0,0,0,,SK5 7EU,Stockport,North West,2026-02-14T10:59:35.544463
106021,Freshfield Nursery School,https://www.freshfield.stockport.sch.uk,"admin@freshfield.stockport.sch.uk, headteacher@freshfield.stockport.sch.uk",0,1,0,,SK4 3NB,Stockport,North West,2026-02-14T10:59:41.173410
106023,Moat House,https://www.moathouse.stockport.sch.uk,,0,0,0,,SK4 1SZ,Stockport,North West,2026-02-14T10:59:46.157197
106024,Adswood Primary School,https://www.adswood-pri.stockport.sch.uk/,"headteacher@adswood-pri.stockport.sch.uk, admin@adswood-pri.stockport.sch.ukheadteacher",0,1,0,,SK3 8PQ,Stockport,North West,2026-02-14T10:59:52.613530
106027,Banks Lane Infant School,https://www.bankslaneinfants.org.uk/,headteacher@bankslane-inf.stockport.sch.uk,0,1,0,,SK1 4PR,Stockport,North West,2026-02-14T11:00:00.034010
106028,Banks Lane Junior School,https://www.bankslane-jun.stockport.sch.uk,"admin@bankslane-jun.stockport.sch.uk, headteacher@bankslane-jun.stockport.sch.uk, headteacher@bankslane-jun.stockport.sch.uk, admin@bankslane-jun.stockport.sch.uk",0,0,0,,SK1 4PR,Stockport,North West,2026-02-14T11:00:07.494956
106032,Bridge Hall Primary School,https://www.bridgehall.stockport.sch.uk,,0,1,0,,SK3 8LX,Stockport,North West,2026-02-14T11:00:13.117788
106034,Broadstone Hall Primary School,https://www.broadstonehallschool.co.uk,nichola.keith@broadstonehall.stockport.sch.uk,0,0,0,,SK4 5JD,Stockport,North West,2026-02-14T11:00:18.923248
106036,Brookside Primary School,http://brooksideprimary.com,,0,0,0,,SK6 8DB,Stockport,North West,2026-02-14T11:00:24.399498
106045,Etchells Primary School,https://www.etchells.stockport.sch.uk,admin@etchells.stockport.sch.uk,0,0,1,good,SK8 3DL,Cheadle,North West,2026-02-14T11:00:33.615994
106046,Fairway Primary School,https://www.fairway.stockport.sch.uk/,admin@fairway.stockport.sch.uk,0,0,0,,SK2 5DR,Stockport,North West,2026-02-14T11:00:38.868254
106048,Great Moor Infant School,https://www.greatmoor-inf.stockport.sch.uk/,"headteacher@greatmoor-inf.stockport.sch.uk, send@greatmoor-inf.stockport.sch.uk",0,0,1,outstanding,SK2 7DG,Stockport,North West,2026-02-14T11:00:44.693301
106049,Great Moor Junior School,https://www.greatmoor-jun.stockport.sch.uk/,,1,1,0,,SK2 7DG,Stockport,North West,2026-02-14T11:00:49.712515
106050,Greave Primary School,https://www.greaveprimary.co.uk/,,0,0,0,good,SK6 1HR,Stockport,North West,2026-02-14T11:00:58.275081
106051,High Lane Primary School,https://www.highlane.stockport.sch.uk/,"headteacher@highlane.stockport.sch.uk, Kimberley.lloyd@highlane.stockport.sch.uk, HEADTEACHER@HIGHLANE.STOCKPORT.SCH.UK",0,1,0,,SK6 8JQ,Stockport,North West,2026-02-14T11:01:05.193676
106052,Hursthead Infant School,https://www.hursthead-inf.stockport.sch.uk,headteacher@hursthead-inf.stockport.sch.uk,0,0,0,outstanding,SK8 7PZ,Cheadle,North West,2026-02-14T11:01:12.491165
106054,Ladybridge Primary School,https://www.ladybridge.stockport.sch.uk/,headteacher@ladybridge.stockport.sch.uk,0,0,0,good,SK8 2JF,Cheadle,North West,2026-02-14T11:01:18.281924
106055,Ladybrook Primary School,https://www.ladybrook.stockport.sch.uk/,,0,0,0,,SK7 2LT,Stockport,North West,2026-02-14T11:01:24.265583
106056,Lark Hill Primary School,https://www.larkhill-pri.stockport.sch.uk/,headteacher@larkhill-pri.stockport.sch.uk,0,0,1,,SK3 9PH,Stockport,North West,2026-02-14T11:01:31.045466
106057,Ludworth Primary School,https://www.ludworth.org.uk,,0,0,0,,SK6 5DU,Stockport,North West,2026-02-14T11:01:36.376739
